Version,Vector,BaseScore,ImpactSubscore,ExploitabilitySubscore,TemporalScore,EnvironmentalScore,Severity
2,AV:A/AC:L/Au:N/C:C/I:C/A:N/E:U/RL:U/RC:UR,7.8,9.21,6.46,6.3,,High
2,AV:A/AC:L/Au:N/C:C/I:C/A:P,8,9.54,6.46,,,High
2,AV:A/AC:L/Au:N/C:C/I:C/A:P/E:U/RL:OF/RC:C,8,9.54,6.46,5.9,,High
2,AV:A/AC:L/Au:N/C:C/I:C/A:P/E:U/RL:U/RC:C,8,9.54,6.46,6.8,,High
2,AV:A/AC:L/Au:N/C:C/I:C/A:P/E:U/RL:U/RC:UR,8,9.54,6.46,6.5,,High
2,AV:A/AC:L/Au:N/C:C/I:N/A:C/E:U/RL:OF/RC:C,7.8,9.21,6.46,5.8,,High
2,AV:A/AC:L/Au:N/C:C/I:N/A:N,6.1,6.87,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:F/RL:ND/RC:ND,6.1,6.87,6.46,5.8,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:F/RL:OF/RC:C,6.1,6.87,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:F/RL:U/RC:UR,6.1,6.87,6.46,5.5,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:H/RL:ND/RC:ND,6.1,6.87,6.46,6.1,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:ND/RL:ND/RC:ND,6.1,6.87,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:U/RL:OF/RC:C,6.1,6.87,6.46,4.5,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:U/RL:U/RC:C,6.1,6.87,6.46,5.2,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:U/RL:U/RC:UR,6.1,6.87,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:C/I:N/A:N/E:U/RL:W/RC:C,6.1,6.87,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:C/I:P/A:C/E:F/RL:OF/RC:C,8,9.54,6.46,6.6,,High
2,AV:A/AC:L/Au:N/C:C/I:P/A:C/E:U/RL:OF/RC:C,8,9.54,6.46,5.9,,High
2,AV:A/AC:L/Au:N/C:C/I:P/A:N,6.8,7.84,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:C/I:P/A:N/E:H/RL:ND/RC:ND,6.8,7.84,6.46,6.8,,Medium
2,AV:A/AC:L/Au:N/C:C/I:P/A:N/E:U/RL:OF/RC:C,6.8,7.84,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:C/I:P/A:P,7.3,8.55,6.46,,,High
2,AV:A/AC:L/Au:N/C:C/I:P/A:P/E:ND/RL:OF/RC:C,7.3,8.55,6.46,6.4,,High
2,AV:A/AC:L/Au:N/C:C/I:P/A:P/E:U/RL:OF/RC:C,7.3,8.55,6.46,5.4,,High
2,AV:A/AC:L/Au:N/C:C/I:P/A:P/E:U/RL:U/RC:UR,7.3,8.55,6.46,5.9,,High
2,AV:A/AC:L/Au:N/C:N/I:C/A:C,7.8,9.21,6.46,,,High
2,AV:A/AC:L/Au:N/C:N/I:C/A:C/E:H/RL:ND/RC:ND,7.8,9.21,6.46,7.8,,High
2,AV:A/AC:L/Au:N/C:N/I:C/A:C/E:U/RL:OF/RC:C,7.8,9.21,6.46,5.8,,High
2,AV:A/AC:L/Au:N/C:N/I:C/A:C/E:U/RL:U/RC:UR,7.8,9.21,6.46,6.3,,High
2,AV:A/AC:L/Au:N/C:N/I:C/A:N,6.1,6.87,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:N/E:H/RL:ND/RC:ND,6.1,6.87,6.46,6.1,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:N/E:POC/RL:OF/RC:C,6.1,6.87,6.46,4.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:N/E:POC/RL:U/RC:UR,6.1,6.87,6.46,5.2,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:N/E:U/RL:OF/RC:C,6.1,6.87,6.46,4.5,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:N/E:U/RL:U/RC:UR,6.1,6.87,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:N/I:C/A:P/E:U/RL:OF/RC:C,6.8,7.84,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C,6.1,6.87,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:F/RL:OF/RC:C,6.1,6.87,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:H/RL:ND/RC:ND,6.1,6.87,6.46,6.1,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:H/RL:OF/RC:C,6.1,6.87,6.46,5.3,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:ND/RL:ND/RC:ND,6.1,6.87,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:ND/RL:OF/RC:C,6.1,6.87,6.46,5.3,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:ND/RL:U/RC:UR,6.1,6.87,6.46,5.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:POC/RL:OF/RC:C,6.1,6.87,6.46,4.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:POC/RL:U/RC:UC,6.1,6.87,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:POC/RL:U/RC:UR,6.1,6.87,6.46,5.2,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:U/RL:OF/RC:C,6.1,6.87,6.46,4.5,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:U/RL:OF/RC:UC,6.1,6.87,6.46,4.1,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:U/RL:OF/RC:UR,6.1,6.87,6.46,4.3,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:C/E:U/RL:U/RC:UR,6.1,6.87,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:N/I:N/A:P,3.3,2.86,6.46,,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:F/RL:U/RC:C,3.3,2.86,6.46,3.1,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:H/RL:ND/RC:ND,3.3,2.86,6.46,3.3,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:ND/RL:ND/RC:ND,3.3,2.86,6.46,,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:POC/RL:OF/RC:C,3.3,2.86,6.46,2.6,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:POC/RL:U/RC:UR,3.3,2.86,6.46,2.8,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:U/RL:OF/RC:C,3.3,2.86,6.46,2.4,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:U/RL:TF/RC:C,3.3,2.86,6.46,2.5,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:U/RL:U/RC:C,3.3,2.86,6.46,2.8,,Low
2,AV:A/AC:L/Au:N/C:N/I:N/A:P/E:U/RL:U/RC:UR,3.3,2.86,6.46,2.7,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:C,6.8,7.84,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:C/E:H/RL:ND/RC:ND,6.8,7.84,6.46,6.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:C/E:U/RL:OF/RC:C,6.8,7.84,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:N,3.3,2.86,6.46,,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:F/RL:U/RC:UR,3.3,2.86,6.46,3,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:H/RL:ND/RC:ND,3.3,2.86,6.46,3.3,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:POC/RL:OF/RC:C,3.3,2.86,6.46,2.6,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:U/RL:OF/RC:C,3.3,2.86,6.46,2.4,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:U/RL:U/RC:UR,3.3,2.86,6.46,2.7,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:N/E:U/RL:W/RC:UR,3.3,2.86,6.46,2.5,,Low
2,AV:A/AC:L/Au:N/C:N/I:P/A:P,4.8,4.94,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:P/E:H/RL:ND/RC:ND,4.8,4.94,6.46,4.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:P/E:ND/RL:OF/RC:C,4.8,4.94,6.46,4.2,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:P/E:POC/RL:OF/RC:C,4.8,4.94,6.46,3.8,,Medium
2,AV:A/AC:L/Au:N/C:N/I:P/A:P/E:U/RL:OF/RC:C,4.8,4.94,6.46,3.5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:C/A:C/E:H/RL:ND/RC:ND,8,9.54,6.46,8,,High
2,AV:A/AC:L/Au:N/C:P/I:C/A:C/E:U/RL:OF/RC:C,8,9.54,6.46,5.9,,High
2,AV:A/AC:L/Au:N/C:P/I:C/A:C/E:U/RL:U/RC:UR,8,9.54,6.46,6.5,,High
2,AV:A/AC:L/Au:N/C:P/I:C/A:P/E:H/RL:ND/RC:ND,7.3,8.55,6.46,7.3,,High
2,AV:A/AC:L/Au:N/C:P/I:N/A:C,6.8,7.84,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:N/A:C/E:U/RL:OF/RC:C,6.8,7.84,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:N/A:N,3.3,2.86,6.46,,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:OF/RC:C,3.3,2.86,6.46,2.7,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:U/RC:C,3.3,2.86,6.46,3.1,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:F/RL:U/RC:UR,3.3,2.86,6.46,3,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:H/RL:ND/RC:ND,3.3,2.86,6.46,3.3,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:ND/RL:ND/RC:ND,3.3,2.86,6.46,,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:OF/RC:UC,3.3,2.86,6.46,2.3,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:POC/RL:U/RC:UR,3.3,2.86,6.46,2.8,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:C,3.3,2.86,6.46,2.4,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:U/RC:C,3.3,2.86,6.46,2.8,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:U/RC:UR,3.3,2.86,6.46,2.7,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:W/RC:UR,3.3,2.86,6.46,2.5,,Low
2,AV:A/AC:L/Au:N/C:P/I:N/A:P,4.8,4.94,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:N/A:P/E:H/RL:U/RC:UR,4.8,4.94,6.46,4.6,,Medium
2,AV:A/AC:L/Au:N/C:P/I:N/A:P/E:U/RL:OF/RC:C,4.8,4.94,6.46,3.5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:C,7.3,8.55,6.46,,,High
2,AV:A/AC:L/Au:N/C:P/I:P/A:C/E:H/RL:OF/RC:C,7.3,8.55,6.46,6.4,,High
2,AV:A/AC:L/Au:N/C:P/I:P/A:C/E:U/RL:OF/RC:C,7.3,8.55,6.46,5.4,,High
2,AV:A/AC:L/Au:N/C:P/I:P/A:C/E:U/RL:U/RC:UR,7.3,8.55,6.46,5.9,,High
2,AV:A/AC:L/Au:N/C:P/I:P/A:N,4.8,4.94,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:F/RL:OF/RC:C,4.8,4.94,6.46,4,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:ND/RC:ND,4.8,4.94,6.46,4.8,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:OF/RC:C,4.8,4.94,6.46,4.2,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:H/RL:U/RC:UR,4.8,4.94,6.46,4.6,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:ND/RL:ND/RC:ND,4.8,4.94,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:ND/RL:U/RC:UR,4.8,4.94,6.46,4.6,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:POC/RL:U/RC:UR,4.8,4.94,6.46,4.1,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:OF/RC:C,4.8,4.94,6.46,3.5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:U/RC:C,4.8,4.94,6.46,4.1,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:N/E:U/RL:U/RC:UR,4.8,4.94,6.46,3.9,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P,5.8,6.44,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:F/RL:OF/RC:C,5.8,6.44,6.46,4.8,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:ND/RC:ND,5.8,6.44,6.46,5.8,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:OF/RC:C,5.8,6.44,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:U/RC:UR,5.8,6.44,6.46,5.5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:ND/RC:ND,5.8,6.44,6.46,,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:OF/RC:C,5.8,6.44,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:ND/RL:U/RC:C,5.8,6.44,6.46,5.8,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:OF/RC:C,5.8,6.44,6.46,4.5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:U/RC:UR,5.8,6.44,6.46,5,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:C,5.8,6.44,6.46,4.3,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:U/RC:C,5.8,6.44,6.46,4.9,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:U/RC:UR,5.8,6.44,6.46,4.7,,Medium
2,AV:A/AC:L/Au:N/C:P/I:P/A:P/E:U/RL:W/RC:UR,5.8,6.44,6.46,4.4,,Medium
2,AV:A/AC:L/Au:S/C:C/I:C/A:C,7.7,10,5.14,,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:ND/RC:C,7.7,10,5.14,7.3,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:F/RL:OF/RC:C,7.7,10,5.14,6.4,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:ND/RC:ND,7.7,10,5.14,7.7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:H/RL:OF/RC:C,7.7,10,5.14,6.7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:ND/RC:ND,7.7,10,5.14,,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:ND/RL:U/RC:UR,7.7,10,5.14,7.3,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:OF/RC:C,7.7,10,5.14,6,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:U/RC:C,7.7,10,5.14,6.9,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:POC/RL:U/RC:UR,7.7,10,5.14,6.6,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:OF/RC:C,7.7,10,5.14,5.7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:U/RC:UR,7.7,10,5.14,6.2,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:C/E:U/RL:W/RC:C,7.7,10,5.14,6.2,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:N,7.1,9.21,5.14,,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:N/E:H/RL:OF/RC:C,7.1,9.21,5.14,6.2,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:N/E:U/RL:OF/RC:C,7.1,9.21,5.14,5.3,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:N/E:U/RL:U/RC:UR,7.1,9.21,5.14,5.7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:P,7.4,9.54,5.14,,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:P/E:H/RL:OF/RC:C,7.4,9.54,5.14,6.4,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:P/E:ND/RL:U/RC:UR,7.4,9.54,5.14,7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:P/E:POC/RL:U/RC:C,7.4,9.54,5.14,6.7,,High
2,AV:A/AC:L/Au:S/C:C/I:C/A:P/E:U/RL:U/RC:UR,7.4,9.54,5.14,6,,High
2,AV:A/AC:L/Au:S/C:C/I:N/A:C,7.1,9.21,5.14,,,High
2,AV:A/AC:L/Au:S/C:C/I:N/A:C/E:U/RL:U/RC:UR,7.1,9.21,5.14,5.7,,High
2,AV:A/AC:L/Au:S/C:C/I:N/A:N,5.5,6.87,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:F/RL:U/RC:C,5.5,6.87,5.14,5.2,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:H/RL:ND/RC:ND,5.5,6.87,5.14,5.5,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:H/RL:OF/RC:C,5.5,6.87,5.14,4.8,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:ND/RL:ND/RC:ND,5.5,6.87,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:OF/RC:C,5.5,6.87,5.14,4.1,,Medium
2,AV:A/AC:L/Au:S/C:C/I:N/A:N/E:U/RL:U/RC:UR,5.5,6.87,5.14,4.4,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:N,6.2,7.84,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:N/E:H/RL:OF/RC:C,6.2,7.84,5.14,5.4,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:N/E:U/RL:OF/RC:C,6.2,7.84,5.14,4.6,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:N/E:U/RL:U/RC:UR,6.2,7.84,5.14,5,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:P,6.7,8.55,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:P/E:H/RL:ND/RC:ND,6.7,8.55,5.14,6.7,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:P/E:H/RL:OF/RC:C,6.7,8.55,5.14,5.8,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:P/E:U/RL:OF/RC:C,6.7,8.55,5.14,5,,Medium
2,AV:A/AC:L/Au:S/C:C/I:P/A:P/E:U/RL:U/RC:UR,6.7,8.55,5.14,5.4,,Medium
2,AV:A/AC:L/Au:S/C:N/I:C/A:C/E:U/RL:OF/RC:C,7.1,9.21,5.14,5.3,,High
2,AV:A/AC:L/Au:S/C:N/I:C/A:C/E:U/RL:U/RC:UR,7.1,9.21,5.14,5.7,,High
2,AV:A/AC:L/Au:S/C:N/I:C/A:N/E:ND/RL:ND/RC:ND,5.5,6.87,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:N/I:C/A:N/E:POC/RL:U/RC:UR,5.5,6.87,5.14,4.7,,Medium
2,AV:A/AC:L/Au:S/C:N/I:C/A:N/E:U/RL:OF/RC:C,5.5,6.87,5.14,4.1,,Medium
2,AV:A/AC:L/Au:S/C:N/I:C/A:P/E:F/RL:OF/RC:C,6.2,7.84,5.14,5.1,,Medium
2,AV:A/AC:L/Au:S/C:N/I:C/A:P/E:POC/RL:OF/RC:C,6.2,7.84,5.14,4.9,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C,5.5,6.87,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:H/RL:ND/RC:ND,5.5,6.87,5.14,5.5,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:ND/RC:ND,5.5,6.87,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:ND/RL:U/RC:UR,5.5,6.87,5.14,5.2,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:POC/RL:OF/RC:C,5.5,6.87,5.14,4.3,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:POC/RL:U/RC:UR,5.5,6.87,5.14,4.7,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:U/RL:OF/RC:C,5.5,6.87,5.14,4.1,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:C/E:U/RL:U/RC:UR,5.5,6.87,5.14,4.4,,Medium
2,AV:A/AC:L/Au:S/C:N/I:N/A:P,2.7,2.86,5.14,,,Low
2,AV:A/AC:L/Au:S/C:N/I:N/A:P/E:F/RL:OF/RC:C,2.7,2.86,5.14,2.2,,Low
2,AV:A/AC:L/Au:S/C:N/I:N/A:P/E:H/RL:ND/RC:ND,2.7,2.86,5.14,2.7,,Low
2,AV:A/AC:L/Au:S/C:N/I:N/A:P/E:ND/RL:OF/RC:C,2.7,2.86,5.14,2.3,,Low
2,AV:A/AC:L/Au:S/C:N/I:N/A:P/E:U/RL:OF/RC:C,2.7,2.86,5.14,2,,Low
2,AV:A/AC:L/Au:S/C:N/I:N/A:P/E:U/RL:U/RC:UR,2.7,2.86,5.14,2.2,,Low
2,AV:A/AC:L/Au:S/C:N/I:P/A:C,6.2,7.84,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:N/I:P/A:C/E:U/RL:OF/RC:C,6.2,7.84,5.14,4.6,,Medium
2,AV:A/AC:L/Au:S/C:N/I:P/A:N,2.7,2.86,5.14,,,Low
2,AV:A/AC:L/Au:S/C:N/I:P/A:N/E:U/RL:OF/RC:C,2.7,2.86,5.14,2,,Low
2,AV:A/AC:L/Au:S/C:N/I:P/A:P,4.1,4.94,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:N/I:P/A:P/E:U/RL:OF/RC:C,4.1,4.94,5.14,3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:C/A:C/E:F/RL:OF/RC:C,7.4,9.54,5.14,6.1,,High
2,AV:A/AC:L/Au:S/C:P/I:C/A:C/E:ND/RL:ND/RC:ND,7.4,9.54,5.14,,,High
2,AV:A/AC:L/Au:S/C:P/I:C/A:N/E:U/RL:OF/RC:C,6.2,7.84,5.14,4.6,,Medium
2,AV:A/AC:L/Au:S/C:P/I:C/A:P/E:F/RL:OF/RC:C,6.7,8.55,5.14,5.5,,Medium
2,AV:A/AC:L/Au:S/C:P/I:N/A:C/E:U/RL:OF/RC:C,6.2,7.84,5.14,4.6,,Medium
2,AV:A/AC:L/Au:S/C:P/I:N/A:N,2.7,2.86,5.14,,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:H/RL:ND/RC:ND,2.7,2.86,5.14,2.7,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:H/RL:OF/RC:C,2.7,2.86,5.14,2.3,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:ND/RL:ND/RC:ND,2.7,2.86,5.14,,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:ND/RL:OF/RC:C,2.7,2.86,5.14,2.3,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:POC/RL:OF/RC:C,2.7,2.86,5.14,2.1,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:U/RL:OF/RC:C,2.7,2.86,5.14,2,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:U/RL:U/RC:UC,2.7,2.86,5.14,2.1,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:N/E:U/RL:U/RC:UR,2.7,2.86,5.14,2.2,,Low
2,AV:A/AC:L/Au:S/C:P/I:N/A:P,4.1,4.94,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:P/I:N/A:P/E:U/RL:OF/RC:C,4.1,4.94,5.14,3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:N/A:P/E:U/RL:U/RC:UR,4.1,4.94,5.14,3.3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:C,6.7,8.55,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:C/E:F/RL:OF/RC:C,6.7,8.55,5.14,5.5,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:C/E:U/RL:OF/RC:C,6.7,8.55,5.14,5,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:C/E:U/RL:U/RC:UR,6.7,8.55,5.14,5.4,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N,4.1,4.94,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:H/RL:ND/RC:ND,4.1,4.94,5.14,4.1,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:H/RL:OF/RC:C,4.1,4.94,5.14,3.6,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:H/RL:U/RC:UR,4.1,4.94,5.14,3.9,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:ND/RL:ND/RC:ND,4.1,4.94,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:ND/RL:OF/RC:C,4.1,4.94,5.14,3.6,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:POC/RL:U/RC:UR,4.1,4.94,5.14,3.5,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:U/RL:OF/RC:C,4.1,4.94,5.14,3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:N/E:U/RL:U/RC:UR,4.1,4.94,5.14,3.3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:P,5.2,6.44,5.14,,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:P/E:F/RL:OF/RC:C,5.2,6.44,5.14,4.3,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:P/E:H/RL:ND/RC:ND,5.2,6.44,5.14,5.2,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:P/E:H/RL:OF/RC:C,5.2,6.44,5.14,4.5,,Medium
2,AV:A/AC:L/Au:S/C:P/I:P/A:P/E:H/RL:U/RC:UC,5.2,6.44,5.14,4.7,,Medium
